,Year-Month,Week1_EndDate,Week1_Value,Week2_EndDate,Week2_Value,Week3_EndDate,Week3_Value,Week4_EndDate,Week4_Value,Week5_EndDate,Week5_Value
181,2019-05-01,2019-05-03 00:00:00,45998.0,2019-05-10 00:00:00,47803.0,2019-05-17 00:00:00,49069.0,2019-05-24 00:00:00,49053.0,2019-05-31 00:00:00,50844.0
182,2019-06-01,2019-06-07 00:00:00,52940.0,2019-06-14 00:00:00,53582.0,2019-06-21 00:00:00,51836.0,2019-06-28 00:00:00,52488.0,,
183,2019-07-01,2019-07-05 00:00:00,52178.0,2019-07-12 00:00:00,50827.0,2019-07-19 00:00:00,50398.0,2019-07-26 00:00:00,48865.0,,
184,2019-08-01,2019-08-02 00:00:00,47361.0,2019-08-09 00:00:00,44821.0,2019-08-16 00:00:00,42336.0,2019-08-23 00:00:00,40356.0,2019-08-30 00:00:00,40126.0
185,2019-09-01,2019-09-06 00:00:00,39328.0,2019-09-13 00:00:00,38681.0,2019-09-20 00:00:00,40937.0,2019-09-27 00:00:00,40736.0,,
186,2019-10-01,2019-10-04 00:00:00,41677.0,2019-10-11 00:00:00,42953.0,2019-10-18 00:00:00,44459.0,2019-10-25 00:00:00,46031.0,,
187,2019-11-01,2019-11-01 00:00:00,47745.0,2019-11-08 00:00:00,46516.0,2019-11-15 00:00:00,44221.0,2019-11-22 00:00:00,44124.0,2019-11-29 00:00:00,43822.0
188,2019-12-01,2019-12-06 00:00:00,40429.0,2019-12-13 00:00:00,40164.0,2019-12-20 00:00:00,37771.0,2019-12-27 00:00:00,36322.0,,
189,2020-01-01,2020-01-03 00:00:00,35501.0,2020-01-10 00:00:00,35843.0,2020-01-17 00:00:00,34882.0,2020-01-24 00:00:00,35640.0,2020-01-31 00:00:00,36708.0
190,2020-02-01,2020-02-07 00:00:00,38376.0,2020-02-14 00:00:00,38243.0,2020-02-21 00:00:00,39149.0,2020-02-28 00:00:00,37178.0,,
191,2020-03-01,2020-03-06 00:00:00,37882.0,2020-03-13 00:00:00,38445.0,2020-03-20 00:00:00,39303.0,2020-03-27 00:00:00,42824.0,,
192,2020-04-01,2020-04-03 00:00:00,49241.0,2020-04-10 00:00:00,54965.0,2020-04-17 00:00:00,59741.0,2020-04-24 00:00:00,63378.0,,
193,2020-05-01,2020-05-01 00:00:00,65446.0,2020-05-08 00:00:00,62444.0,2020-05-15 00:00:00,56857.0,2020-05-22 00:00:00,53462.0,2020-05-29 00:00:00,51723.0
194,2020-06-01,2020-06-05 00:00:00,49444.0,2020-06-12 00:00:00,46836.0,2020-06-19 00:00:00,45845.0,2020-06-26 00:00:00,45582.0,,
195,2020-07-01,2020-07-03 00:00:00,47788.0,2020-07-10 00:00:00,48737.0,2020-07-17 00:00:00,50112.0,2020-07-24 00:00:00,51421.0,2020-07-31 00:00:00,51953.0
196,2020-08-01,2020-08-07 00:00:00,53289.0,2020-08-14 00:00:00,52682.0,2020-08-21 00:00:00,52403.0,2020-08-28 00:00:00,52513.0,,
197,2020-09-01,2020-09-04 00:00:00,54351.0,2020-09-11 00:00:00,54277.0,2020-09-18 00:00:00,54281.0,2020-09-25 00:00:00,56066.0,,
198,2020-10-01,2020-10-02 00:00:00,56536.0,2020-10-09 00:00:00,59442.0,2020-10-16 00:00:00,60417.0,2020-10-23 00:00:00,59995.0,2020-10-30 00:00:00,60931.0
199,2020-11-01,2020-11-06 00:00:00,60413.0,2020-11-13 00:00:00,61613.0,2020-11-20 00:00:00,59892.0,2020-11-27 00:00:00,59575.0,,
200,2020-12-01,2020-12-04 00:00:00,58211.0,2020-12-11 00:00:00,58409.0,2020-12-18 00:00:00,58383.0,2020-12-25 00:00:00,58410.0,,
201,2021-01-01,2021-01-01 00:00:00,59202.0,2021-01-08 00:00:00,57227.0,2021-01-15 00:00:00,52500.0,2021-01-22 00:00:00,50219.0,2021-01-29 00:00:00,48702.0
202,2021-02-01,2021-02-05 00:00:00,48044.0,2021-02-12 00:00:00,45016.0,2021-02-19 00:00:00,47823.0,2021-02-26 00:00:00,48308.0,,
203,2021-03-01,2021-03-05 00:00:00,48834.0,2021-03-12 00:00:00,48210.0,2021-03-19 00:00:00,46275.0,2021-03-26 00:00:00,47057.0,,
204,2021-04-01,2021-04-02 00:00:00,46322.0,2021-04-09 00:00:00,46668.0,2021-04-16 00:00:00,45350.0,2021-04-23 00:00:00,46072.0,2021-04-30 00:00:00,46326.0
205,2021-05-01,2021-05-07 00:00:00,45905.0,2021-05-14 00:00:00,45763.0,2021-05-21 00:00:00,44755.0,2021-05-28 00:00:00,45539.0,,
206,2021-06-01,2021-06-04 00:00:00,45704.0,2021-06-11 00:00:00,43554.0,2021-06-18 00:00:00,41721.0,2021-06-25 00:00:00,40261.0,,
207,2021-07-01,2021-07-02 00:00:00,39647.0,2021-07-09 00:00:00,38058.0,2021-07-16 00:00:00,36711.0,2021-07-23 00:00:00,35443.0,2021-07-30 00:00:00,34900.0
208,2021-08-01,2021-08-06 00:00:00,34575.0,2021-08-13 00:00:00,33595.0,2021-08-20 00:00:00,33665.0,2021-08-27 00:00:00,34501.0,,
209,2021-09-01,2021-09-03 00:00:00,36419.0,2021-09-10 00:00:00,35316.0,2021-09-17 00:00:00,33840.0,2021-09-24 00:00:00,33971.0,,
210,2021-10-01,2021-10-01 00:00:00,35519.0,2021-10-08 00:00:00,33551.0,2021-10-15 00:00:00,31231.0,2021-10-22 00:00:00,27332.0,2021-10-29 00:00:00,26416.0
211,2021-11-01,2021-11-05 00:00:00,26382.0,2021-11-12 00:00:00,26598.0,2021-11-19 00:00:00,27385.0,2021-11-26 00:00:00,28544.0,,
212,2021-12-01,2021-12-03 00:00:00,30917.0,2021-12-10 00:00:00,32211.0,2021-12-17 00:00:00,33674.0,2021-12-24 00:00:00,34729.0,2021-12-31 00:00:00,37306.0
213,2022-01-01,2022-01-07 00:00:00,34838.0,2022-01-14 00:00:00,33524.0,2022-01-21 00:00:00,31701.0,2022-01-28 00:00:00,30528.0,,
214,2022-02-01,2022-02-04 00:00:00,27727.0,2022-02-11 00:00:00,25827.0,2022-02-18 00:00:00,23778.0,2022-02-25 00:00:00,22806.0,,
215,2022-03-01,2022-03-04 00:00:00,22221.0,2022-03-11 00:00:00,24007.0,2022-03-18 00:00:00,25242.0,2022-03-25 00:00:00,24233.0,,
216,2022-04-01,2022-04-01 00:00:00,25887.0,2022-04-08 00:00:00,26337.0,2022-04-15 00:00:00,26152.0,2022-04-22 00:00:00,27450.0,2022-04-29 00:00:00,28829.0
217,2022-05-01,2022-05-06 00:00:00,28242.0,2022-05-13 00:00:00,25839.0,2022-05-20 00:00:00,24778.0,2022-05-27 00:00:00,25034.0,,
218,2022-06-01,2022-06-03 00:00:00,23441.0,2022-06-10 00:00:00,22615.0,2022-06-17 00:00:00,22043.0,2022-06-24 00:00:00,21261.0,,
219,2022-07-01,2022-07-01 00:00:00,21330.0,2022-07-08 00:00:00,21646.0,2022-07-15 00:00:00,22789.0,2022-07-22 00:00:00,23540.0,2022-07-29 00:00:00,24466.0
220,2022-08-01,2022-08-05 00:00:00,25189.0,2022-08-12 00:00:00,25381.0,,,,,,
