Date,Price,PercentChange(%)
2001-06-01,270.6,1.8058690744920993
2001-07-02,266.6,-1.4781966001478197
2001-08-01,274.2,2.8507126781695424
2001-09-03,292.45,6.655725747629467
2001-10-01,279.4,-4.462301248076594
2001-11-01,274.15,-1.879026485325698
2001-12-03,278.7,1.6596753602042678
2002-01-01,282.1,1.2199497667743093
2002-02-01,296.7,5.175469691598724
2002-03-01,302.45,1.937984496124031
2002-04-01,308.1,1.8680773681600265
2002-05-01,326.3,5.9071729957805905
2002-06-03,314.25,-3.6929206251915416
2002-07-01,303.3,-3.484486873508353
2002-08-01,312.5,3.0333003626772173
2002-09-02,323.5,3.52
2002-10-01,317.55,-1.839258114374034
2002-11-01,318.8,0.39363879703983623
2002-12-02,346.7,8.751568381430364
2003-01-01,368.1,6.172483415056244
2003-02-03,349.5,-5.052974735126324
2003-03-03,337.1,-3.547925608011445
2003-04-01,339.25,0.6377929397804806
2003-05-01,364.6,7.4723655121591745
2003-06-02,346.15,-5.060340098738344
2003-07-01,354.75,2.484472049689441
2003-08-01,375.2,5.7646229739253
2003-09-01,385.0,2.611940298507463
2003-10-01,384.05,-0.24675324675324675
2003-11-03,397.5,3.502148157791954
2003-12-01,414.8,4.352201257861635
2004-01-01,402.2,-3.0376084860173576
2004-02-02,396.1,-1.5166583789159622
2004-03-01,426.25,7.611714213582428
2004-04-01,387.2,-9.161290322580646
2004-05-03,395.1,2.040289256198347
2004-06-01,394.0,-0.27841052898000507
2004-07-01,391.0,-0.7614213197969543
2004-08-02,409.45,4.718670076726343
2004-09-01,418.0,2.0881670533642693
2004-10-01,428.15,2.4282296650717705
2004-11-01,450.5,5.220133130912063
2004-12-01,438.1,-2.7524972253052162
2005-01-03,422.25,-3.617895457658069
2005-02-01,435.25,3.078744819419775
2005-03-01,428.1,-1.642734060884549
2005-04-01,434.5,1.4949778089231487
2005-05-02,417.0,-4.027617951668584
2005-06-01,435.0,4.316546762589928
2005-07-01,429.8,-1.1954022988505748
